book_rating,book_title,kindle_price
4.6 out of 5 stars,Deadline (Jack Noble Thriller Book 11),$0.00
4.6 out of 5 stars,Callum (Seven Brides for Seven Alien Brothers Book 3),$0.00
4.6 out of 5 stars,This Is Love (The Hunted Series Book 8),$0.00
4.7 out of 5 stars,Models: Attract Women Through Honesty,$9.99
4.6 out of 5 stars,The Cardinal of the Kremlin (A Jack Ryan Novel Book 3),$7.99
4.5 out of 5 stars,The Jilter (A Series of Worthy Young Ladies Book 5),$0.00
4.5 out of 5 stars,The Jilter (A Series of Worthy Young Ladies Book 5),$0.00
4.2 out of 5 stars,My Year of Rest and Relaxation: A Novel,$12.99
4.6 out of 5 stars,Twisted Games: A Dark Gang Romance (Boys of Briar Hall Book 3),$0.00
4.4 out of 5 stars,We Are Worthy : A Sweet Omegaverse Standalone Romance,$0.00
4.6 out of 5 stars,Bones Don't Lie (Morgan Dane Book 3),$0.00
4.5 out of 5 stars,Belonging to the Mountain Man (Montana Mountain Men Book 6),$0.00
4.8 out of 5 stars,Best Loser Wins: Why Normal Thinking Never Wins the Trading Game – written by a high-stake day trader,$17.49
4.6 out of 5 stars,A Fire Sparkling,$0.00
4.5 out of 5 stars,Deceived by the Gargoyles: A Love Bathhouse Monster Romance (Monstrous Matches),$0.00
4.7 out of 5 stars,The 18th Abduction (A Women's Murder Club Thriller),$9.99
4.5 out of 5 stars,Crooked Crows: A Dark Enemies to Lovers Gang Romance (Boys of Briar Hall Book 1),$0.00
4.5 out of 5 stars,An Echo of Things to Come (The Licanius Trilogy Book 2),$9.99
4.5 out of 5 stars,Light From Uncommon Stars,$12.99
4.6 out of 5 stars,Rough Draft: A Memoir,$1.99
4.7 out of 5 stars,The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally (The Code Series),$9.99
4.8 out of 5 stars,Hábitos atómicos (Empresa y Desarrollo Personal) (Spanish Edition),$12.99
4.6 out of 5 stars,Casual Farming 4: A Slow Living LitRPG (Sowing Season),$0.00
4.2 out of 5 stars,The Niece: An absolutely gripping psychological thriller with jaw-dropping twists,$0.00
4.4 out of 5 stars,Fated To The Alpha Bachelor: A Paranormal Shifter Romance (The Mating Game Book 1),$0.00
4.7 out of 5 stars,"Magnus Chase and the Gods of Asgard, Book 2: The Hammer of Thor",$7.99
4.7 out of 5 stars,A Love Letter to Whiskey: Fifth Anniversary Edition,$0.00
4.7 out of 5 stars,The Earl She Ruined (The Atwood Sisters Book 3),$0.00
4.6 out of 5 stars,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM),$0.00
4.6 out of 5 stars,"Superabundance: The Story of Population Growth, Innovation, and Human Flourishing on an Infinitely Bountiful Planet",$9.00
4.2 out of 5 stars,The Murders in Beacon Hill (Olivia Knight FBI Mystery Thriller Book 2),$0.00
4.7 out of 5 stars,The Four-Part Key (The Aldoran Chronicles: Book 3),$0.00
4.6 out of 5 stars,Broken Interface - Kernal: Post Apocalyptic Zombie LITrpg Progression Fantasy,$0.00
4.6 out of 5 stars,"Run for Your Life (Michael Bennett, Book 2)",$9.99
4.5 out of 5 stars,Mr. Mercedes: A Novel (The Bill Hodges Trilogy Book 1),$9.99
4.8 out of 5 stars,"Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again",$14.99
4.7 out of 5 stars,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties",$15.99
4.6 out of 5 stars,Eye of the Needle: A Novel,$11.99
4.2 out of 5 stars,"Only Ever Yours: an insta-attraction, age gap romance",$0.00
4.7 out of 5 stars,Dukes of Madness: Royals of Forsyth U (Royals of Forsyth University Book 5),$0.00
4.5 out of 5 stars,Faith of the Fallen (The Chain Breaker Book 9),$0.00
4.7 out of 5 stars,The Exceptional Sophia Beaufont Omnibus Books 13-24 (Beaufont Boxed Sets Book 3),$0.00
4.5 out of 5 stars,Breaking the Rules (A Sinner and Saint Novel Book 2),$0.00
4.7 out of 5 stars,Glimmers of Change (# 7 in the Bregdan Chronicles Historical Fiction Romance Series),$0.00
4.9 out of 5 stars,Beware of Chicken: A Xianxia Cultivation Novel,$0.00
4.8 out of 5 stars,Virgin River Collection Volume 5: An Anthology (A Virgin River Novel Collection),$19.99
4.9 out of 5 stars,"Jack Carr Boxed Set: The Terminal List, True Believer, and Savage Son",$35.99
4.4 out of 5 stars,Abandoned Hearts: A Rags to Romance Book (The Rags to Romance series),$5.99
4.7 out of 5 stars,Backlash: A Thriller (The Scot Harvath Series Book 18),$13.99
4.7 out of 5 stars,"Way of the Wolf, The Grand Game, Book 2: A Dark Fantasy LitRPG Adventure",$6.99
4.5 out of 5 stars,The Billionaire (The Dalton Family Book 2),$0.00
4.6 out of 5 stars,Lover (Betrothed #3),$0.00
4.4 out of 5 stars,Requiem for a Soldier: Book Two of The Last Eternal,$0.00
4.7 out of 5 stars,Dungeon Crawler Carl: A LitRPG/Gamelit Adventure,$0.00
3.9 out of 5 stars,Möbius: The Timeless Artifact,$0.00
4.7 out of 5 stars,Continuous Discovery Habits: Discover Products that Create Customer Value and Business Value,$8.99
4.6 out of 5 stars,3rd Degree (Women's Murder Club),$7.99
4.6 out of 5 stars,Injustice For All: A Legal Thriller (Joe Dillard Series Book 3),$0.00
4.6 out of 5 stars,Defender: Greymantle Chronicles: Book Four,$0.00
4.7 out of 5 stars,Breathe Your Last: An addictive and nail-biting crime thriller (Detective Josie Quinn Book 10),$4.99
4.5 out of 5 stars,Mafia Monster's Forced Bride (Mafia Brides Book 1),$4.99
4.6 out of 5 stars,Watch Me Daddy (Mafia Daddies Book 3),$0.00
4.6 out of 5 stars,Noah Wolf Series: Books 11-13 (Noah Wolf Boxed Set Book 4),$0.00
4.7 out of 5 stars,Trick (Dark Seasons: Foolish Kingdoms Book 1),$0.00
4.4 out of 5 stars,Edge: A Novel,$15.99
3.9 out of 5 stars,Intimacies: A Novel,$10.99
4.5 out of 5 stars,"Good Girl, Bad Girl: A Novel (Cyrus Haven Series Book 1)",$9.99
4.4 out of 5 stars,Fatal Mercy (Wolf Lake Thriller Book 2),$0.00
4.6 out of 5 stars,The Reversal (A Lincoln Lawyer Novel Book 3),$9.99
4.8 out of 5 stars,"The Daily Laws: 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature",$14.99
4.3 out of 5 stars,Long Bright River: A Novel,$12.99
4.6 out of 5 stars,Neverwhere: A Novel,$9.49
4.7 out of 5 stars,Eisenhorn,$23.99
4.8 out of 5 stars,Paranoid Mage,$4.99
4.7 out of 5 stars,Moscow Rules (Gabriel Allon Book 8),$9.99
4.4 out of 5 stars,The Penalty Shot: A Single Mom Romance (Totally Pucked Book 5),$0.00
4.8 out of 5 stars,The Gate of the Feral Gods: Dungeon Crawler Carl Book 4,$0.00
4.0 out of 5 stars,Simple Passion,$7.99
4.6 out of 5 stars,Burnout: The Secret to Unlocking the Stress Cycle,$10.99
4.3 out of 5 stars,Night Chills,$5.99
4.7 out of 5 stars,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths 1)",$3.99
4.3 out of 5 stars,The Tyrant Alpha's Rejected Mate (The Five Packs Book 1),$0.00
4.2 out of 5 stars,Thrive: A Friends-to-Lovers Standalone Romance (Stonewood Billionaire Brothers Series),$0.00
4.5 out of 5 stars,"To Be a Mother: A totally heartbreaking and uplifting story about life, loss and second chances",$0.00
4.7 out of 5 stars,Kings of Anarchy (Brutal Boys of Everlake Prep Book 3),$0.00
4.4 out of 5 stars,Hot Restart,$0.00
4.7 out of 5 stars,Vow of Thieves (Dance of Thieves Book 2),$8.99
4.4 out of 5 stars,The Missing Piece: A Novel (Dismas Hardy Book 19),$11.99
4.6 out of 5 stars,The Gown: A Novel of the Royal Wedding,$12.99
4.6 out of 5 stars,"The Last Kamaali: A Fantasy Fiction Series (The Ancestors Saga, Book 4)",$0.00
4.2 out of 5 stars,The First Wife: An unputdownable page turner with a twist,$3.99
4.5 out of 5 stars,Cozy Mysteries 13 Book Box Set: The Sandy Bay Series (Sandy Bay Mega Boxset Series 2),$0.00
4.7 out of 5 stars,The Defector (Gabriel Allon Book 9),$9.99
4.4 out of 5 stars,Chasing the Boogeyman: A Novel,$0.00
4.3 out of 5 stars,The Summer of Broken Rules,$7.39
4.9 out of 5 stars,The Iron Gate: Twenty Palaces,$4.99
4.6 out of 5 stars,The Night and Its Moon,$5.24
4.5 out of 5 stars,If You Ask Me: (And of Course You Won't),$13.99
4.7 out of 5 stars,Searching for Lilly (Eagle Point Search & Rescue Book 1),$4.99
4.2 out of 5 stars,My Brilliant Friend (Neapolitan Novels Book 1),$2.99
4.5 out of 5 stars,The Good Daughter: A Novel,$9.99
4.7 out of 5 stars,"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",$11.99
4.4 out of 5 stars,A Photo Finish: A Small Town Second Chance Romance (Gold Rush Ranch Book 2),$0.00
4.4 out of 5 stars,Dirty Little Midlife Crisis: A Grumpy Roommate Romantic Comedy (Heart’s Cove Hotties Book 1),$0.00
4.7 out of 5 stars,Whiskers and Lies (Magical Cats Book 14),$14.99
4.5 out of 5 stars,Protective Heart: A Friends to Lovers Small Town Romance,$0.00
4.8 out of 5 stars,Live No Lies: Recognize and Resist the Three Enemies That Sabotage Your Peace,$13.99
4.4 out of 5 stars,Daughter of the Drowned Empire,$7.99
4.7 out of 5 stars,Seven Stones to Stand or Fall: A Collection of Outlander Fiction,$13.99
4.3 out of 5 stars,The Scarpetta Factor: Scarpetta (Book 17) (Kay Scarpetta),$9.99
4.8 out of 5 stars,The Dungeon Anarchist's Cookbook: Dungeon Crawler Carl Book 3,$0.00
4.4 out of 5 stars,The Whisper Man: A Novel,$0.00
4.5 out of 5 stars,One More Grave (Darcy Hunt FBI Mystery Suspense Thriller Book 4),$0.00
4.4 out of 5 stars,Dragon Soul (Blood of the Ancients Book 6),$0.00
4.5 out of 5 stars,Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018,$13.99
4.1 out of 5 stars,Conversations with Friends: A Novel,$4.99
4.5 out of 5 stars,Serpent & Dove,$12.99
4.6 out of 5 stars,Dead Lands (Savage Lands Book 3),$4.99
4.6 out of 5 stars,"The Arc of a Covenant: The United States, Israel, and the Fate of the Jewish People",$14.99
4.5 out of 5 stars,Master and Commander (Vol. Book 1) (Aubrey/Maturin Novels),$7.59
4.3 out of 5 stars,Catching Lightning: An Enemies-to-Lovers College Sports Romance,$0.00
4.8 out of 5 stars,The Christmas Catch,$0.00
4.2 out of 5 stars,UnexpEGGted: An MM Shifter Mpreg Romance (Love At First Shift Book 1),$0.00
4.7 out of 5 stars,Marauder (The Oregon Files Book 15),$9.99
4.6 out of 5 stars,The Happiness Trap: How to Stop Struggling and Start Living (Second Edition),$13.99
4.7 out of 5 stars,"Behold: Humanity!: Assault on Fortress Sol (Behold, Humanity! Book 7)",$0.00
4.4 out of 5 stars,Shuggie Bain: A Novel (Booker Prize Winner),$8.67
4.1 out of 5 stars,Something in the Water: A Novel,$9.99
4.6 out of 5 stars,International Shipping (All Trades Book 4),$0.00
4.5 out of 5 stars,Don't Hex and Drive: Opposites Attract Vampire Romance (Stay a Spell Book 2),$0.00
4.6 out of 5 stars,Paladin of the Sword (Paladin of the Sigil Book 1),$0.00
4.5 out of 5 stars,Overflow: The Carpino Series,$0.00
4.6 out of 5 stars,Holiday Romance: A totally hilarious and unforgettable Christmas romantic comedy,$3.99
4.5 out of 5 stars,The House of the Spirits: A Novel,$13.99
4.5 out of 5 stars,Cruel King: A Dark New Adult Romance (Royal Elite),$0.00
4.5 out of 5 stars,The Lady and the Mountain Man (The Mountain series Book 1),$0.00
4.8 out of 5 stars,The Magic of Thinking Big,$15.99
4.6 out of 5 stars,Immoral: A Dark Mafia Romance (Mafia Wars New York Book 2),$0.00
4.7 out of 5 stars,Bits and Pieces (Steel Berserkers MC Book 2),$0.00
4.7 out of 5 stars,"Glory in Death (In Death, Book 2)",$8.99
4.4 out of 5 stars,Morning Glory Milking Farm (Cambric Creek: Sweet & Steamy Monster Romance Book 1),$0.00
4.5 out of 5 stars,The Best Bad Boy : A bad boy-good girl small town rom com (Bad Boys of the Bayou Book 1),$0.00
4.5 out of 5 stars,The Favor: A Marriage of Convenience Romance,$0.00
4.3 out of 5 stars,Love Blooms: A Firefighter Small Town Romance (The Bell Family of Bluestar Island Book 1),$0.99
4.5 out of 5 stars,Only for the Weekend (Inevitable Book 1),$0.00
4.2 out of 5 stars,Criminal Mischief (A Stone Barrington Novel Book 60),$9.99
4.4 out of 5 stars,Under Locke,$0.00
4.4 out of 5 stars,Dark Greed (Charli Cross Mystery Series Book 2),$0.00
4.8 out of 5 stars,War Lord: A Novel (Saxon Tales Book 13),$13.49
4.7 out of 5 stars,The Gene: An Intimate History,$14.99
4.4 out of 5 stars,Dr. Mitchell: Billionaires' Club Book 1 (Billionaires' Club Series),$0.00
4.8 out of 5 stars,"Okay, But Try Not to Murder Anyone 6",$0.00
4.2 out of 5 stars,Rogue Lawyer: A Novel,$9.99
4.6 out of 5 stars,Committed (Betrothed Book 4),$0.00
4.8 out of 5 stars,Chain of Iron (The Last Hours Book 2),$12.99
4.6 out of 5 stars,Winter's Secret (Winter Black FBI Mystery Series Book 6),$0.00
4.6 out of 5 stars,"Super Gut: A Four-Week Plan to Reprogram Your Microbiome, Restore Health, and Lose Weight",$15.99
4.5 out of 5 stars,Fair Warning (Jack McEvoy Book 3),$9.99
4.5 out of 5 stars,Billionaire Brother's Nanny: Contemporary Reverse Harem Romance,$0.00
4.3 out of 5 stars,The Boys: A Novel,$12.99
4.6 out of 5 stars,Threshing of Straw,$0.00
4.7 out of 5 stars,Heavy Metal (Terran Scout Fleet Book 4),$0.00
4.6 out of 5 stars,"Research Design: Qualitative, Quantitative, and Mixed Methods Approaches",$28.55
4.7 out of 5 stars,The Sixth Man (King & Maxwell Series Book 5),$11.99
4.9 out of 5 stars,"Overlord, Vol. 14 (light novel)",$9.99
4.6 out of 5 stars,Blowback: A Thriller (The Scot Harvath Series Book 4),$13.99
4.6 out of 5 stars,Upper Hand,$5.99
4.5 out of 5 stars,Ice Cold Saint (Ice Breaker Cold Case Romance Book 3),$3.99
4.5 out of 5 stars,Say You're Sorry (Morgan Dane Book 1),$0.00
4.6 out of 5 stars,Reckless Miles: A Playboy Romance (The Miles Family Book 3),$0.00
4.7 out of 5 stars,The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,$14.99
4.6 out of 5 stars,Batman/Superman: World's Finest (2022-) #8,$3.99
4.5 out of 5 stars,Cruel Paradise (Beautifully Cruel Book 2),$0.00
4.6 out of 5 stars,Dragon Born 6: The Shifter's Hoard,$0.00
4.8 out of 5 stars,DETECTIVES JACKMAN & EVANS BOOKS 1–3 three gripping crime thrillers box set,$0.00
4.5 out of 5 stars,Twist Me: The Complete Trilogy,$9.99
4.4 out of 5 stars,Truths I Never Told You: A Novel,$11.99
4.5 out of 5 stars,Jameson Fox (Escape With A Billionaire Book 4),$0.00
4.5 out of 5 stars,"The Husband Lottery: A Marriage of Convenience, Age Gap, Surprise Pregnancy Romance (Forbidden Temptations)",$0.00
4.7 out of 5 stars,When the Body Says No,$13.97
4.2 out of 5 stars,Ashton Hall,$13.99
4.3 out of 5 stars,Blood Sugar,$14.99
4.3 out of 5 stars,Blood Sugar,$14.99
4.6 out of 5 stars,Prince of Fire (Gabriel Allon Book 5),$9.99
4.4 out of 5 stars,I Remember You: A Thriller,$0.00
4.5 out of 5 stars,A Kiss of Shadow (Court of Starlight and Darkness Book 2),$0.00
4.5 out of 5 stars,Best Served Cold (World of the First Law Book 1),$9.99
4.7 out of 5 stars,Gods of War (Sentenced to War Book 9),$0.00
4.3 out of 5 stars,The Last Nanny In Manhattan: Nannies of New York Book 1,$0.00
4.4 out of 5 stars,Fate,$0.00
4.5 out of 5 stars,For Whom the Bell Tolls,$13.99
4.7 out of 5 stars,"Happier Hour: How to Beat Distraction, Expand Your Time, and Focus on What Matters Most",$14.99
4.4 out of 5 stars,Vipers and Virtuosos (Monsters & Muses Book 2),$0.00
4.6 out of 5 stars,Bits Of Anarchy (EarthCent Metaverse Book 1),$0.00
4.7 out of 5 stars,Skyward (The Skyward Series Book 1),$8.99
4.6 out of 5 stars,The Overlook (A Harry Bosch Novel Book 13),$10.99
4.6 out of 5 stars,In the Arms of a Highland Warrior (Highland Myths Trilogy Book 1),$4.99
4.3 out of 5 stars,Collided (Dirty Air Series Book 2),$0.00
4.7 out of 5 stars,Guards! Guards!: A Novel of Discworld,$9.99
4.7 out of 5 stars,Immortal X-Men (2022-) #7,$3.99
4.5 out of 5 stars,Live Wire (Myron Bolitar Book 10),$9.99
4.6 out of 5 stars,"To Green Angel Tower (Memory, Sorrow, and Thorn Book 3)",$9.99
4.6 out of 5 stars,My Name Is Ona Judge: An absolutely gripping historical novel,$0.00
4.6 out of 5 stars,Requiem: A Dark Academia Enemies-to-Lovers Standalone Novel,$0.00
4.6 out of 5 stars,The Guilty (Will Robie Book 4),$9.99
4.6 out of 5 stars,The Light We Lost : An EMP/CME Post-Apocalyptic Survival Thriller (Lost Light Book 1),$0.00
4.7 out of 5 stars,Blood and Coin: The Ranger Archives Volume 2,$0.00
4.7 out of 5 stars,Riding the Nightmare (MacCallister Book 12),$6.64
4.6 out of 5 stars,The Sum of All Kisses,$7.99
4.6 out of 5 stars,Hell's Corner (The Camel Club Book 5),$9.99
4.7 out of 5 stars,The Last Kingdom (Saxon Tales Book 1),$6.99
4.6 out of 5 stars,The Legend of Randidly Ghosthound 3: A LitRPG Adventure,$0.00
4.3 out of 5 stars,Creep (Creep series Book 1),$9.99
4.6 out of 5 stars,Justice Returns: A Classic Western Series with Heart (Silent Justice Book 2),$0.00
4.6 out of 5 stars,Justice Returns: A Classic Western Series with Heart (Silent Justice Book 2),$0.00
4.7 out of 5 stars,Restore Me (Shatter Me Book 4),$11.99
4.6 out of 5 stars,Jackdaws,$13.99
4.4 out of 5 stars,Winter Street (Winter Street Series Book 1),$7.99
4.6 out of 5 stars,Foundation and Empire,$7.99
4.4 out of 5 stars,The Books of Jacob: A Novel,$14.99
4.5 out of 5 stars,Mixed Signals (The Lovelight Series Book 3),$0.00
4.3 out of 5 stars,Lilac: An Enemies-to-Lovers Romance,$0.00
4.6 out of 5 stars,The Secret,$12.99
4.7 out of 5 stars,A Reunion in the Keys (Coconut Key Book 2),$0.00
4.4 out of 5 stars,The Key to the Last House Before the Sea: A totally unforgettable page-turner full of family secrets (Heaven's Cove Book 4),$0.00
4.4 out of 5 stars,"Most Valuable Playboy: A Friends to Lovers, Fake Girlfriend Standalone Sports Romance (Ballers and Babes Book 1)",$0.00
4.1 out of 5 stars,Prey: Imperium Protectors (Coveted Prey Book 1),$0.00
4.7 out of 5 stars,Inner Engineering: A Yogi's Guide to Joy,$14.99
4.6 out of 5 stars,The Sun Sister: A Novel (The Seven Sisters Book 6),$13.99
4.6 out of 5 stars,She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner),$12.99
4.7 out of 5 stars,Lethal Betrayal (Vanishing Ranch Book 5),$0.00
4.4 out of 5 stars,Where Lost Girls Go: A totally addictive mystery and suspense novel (Detective Casey White Book 1),$0.00
4.8 out of 5 stars,The Flames of Hope (Wings of Fire #15),$10.99
4.6 out of 5 stars,The Fourth Turning: What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,$10.99
4.6 out of 5 stars,Save Me (WITSEC Book 2),$0.00
4.6 out of 5 stars,Angels & Demons,$9.99
4.5 out of 5 stars,End Game: A Jack Noble Thriller,$0.00
4.6 out of 5 stars,Winter's Storm (Winter Black FBI Mystery Series Book 8),$0.00
4.4 out of 5 stars,Sweet Tea B&B,$3.99
4.7 out of 5 stars,A Haven in the Keys (Coconut Key Book 4),$0.00
4.9 out of 5 stars,Love Inspired Suspense October 2022 - Box Set 1 of 2,$11.99
4.5 out of 5 stars,White Nights: A Thriller (Shetland Book 2),$0.00
4.5 out of 5 stars,The Moon Sister: A Novel (The Seven Sisters Book 5),$13.99
4.5 out of 5 stars,Before We Were Strangers: A Love Story,$8.99
4.5 out of 5 stars,"One Last Day of Summer: The BRAND NEW novel of love, family and friendship from #1 bestseller Shari Low for 2022",$0.00
