      country  ad_position  ad_type  ad_category  serp_id  query          log_id  time_spent  doc_width  doc_height    0    1    2    3    4    5    6    7    8          0      1      2        3      4      5       6      7      8
2847      3.0          0.0      0.0          0.0     27.0   26.0  20170425172821        12.0     1366.0      2058.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2848      3.0          0.0      1.0         11.0     62.0   54.0  20170313010919        42.0     1920.0      2290.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2850      4.0          0.0      0.0          8.0     21.0   21.0  20170225210823        15.0     1366.0      1708.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2851      3.0          1.0      0.0          4.0     55.0   48.0  20170210183209        21.0     1600.0      1865.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2852      3.0          0.0      1.0          1.0     29.0   28.0  20170208090120        48.0     1920.0      1806.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2853      3.0          0.0      0.0          0.0     51.0   29.0  20170107022923        15.0     1366.0      1680.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2854      3.0          1.0      0.0          1.0     50.0   44.0  20170102063958       125.0     1366.0      1778.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2855      3.0          0.0      1.0          8.0     14.0   14.0  20161229182214        12.0     1920.0      1531.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2856      3.0          1.0      0.0          1.0      1.0    1.0  20161226053057        18.0     1280.0      1611.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2857      3.0          1.0      0.0          5.0      6.0    6.0  20161222223312         8.0      922.0       691.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2859      1.0          0.0      0.0          0.0      0.0    0.0  20181002042445        34.0     1058.0      2033.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2860      9.0          0.0      0.0          0.0      0.0    0.0  20181002031632       170.0     1366.0      2361.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2861      1.0          0.0      1.0          3.0     59.0   52.0  20181001215004       120.0     1366.0      1774.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2862      8.0          0.0      1.0          1.0      2.0    2.0  20181001172926        12.0     1366.0      2284.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2863      3.0          0.0      1.0          7.0     17.0   17.0  20180822105932        10.0     1920.0      1834.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2864      3.0          0.0      0.0          0.0     27.0   26.0  20180725190501        33.0     1280.0      2083.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2865      3.0          0.0      0.0          0.0      0.0    0.0  20180715180811        32.0     1680.0      2033.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2866      3.0          1.0      0.0          1.0     44.0   40.0  20180126035610         6.0     1280.0      1903.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2867      3.0          0.0      0.0          8.0     21.0   21.0  20170407105122        32.0     1366.0      1680.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2868      3.0          0.0      0.0          0.0     36.0   34.0  20170401213504         8.0     1280.0      2111.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2869      4.0          0.0      0.0          7.0     46.0   22.0  20170322013655       331.0     1536.0      1883.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2870      3.0          0.0      0.0          7.0     46.0   22.0  20170313210934        49.0     1440.0      1890.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2871      3.0          0.0      1.0          4.0      5.0    5.0  20170302021910        41.0     1366.0      2033.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2872      3.0          0.0      0.0          4.0      5.0    5.0  20170301183210        23.0     1366.0      2098.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2873      4.0          1.0      0.0          1.0      2.0    2.0  20170223170845        15.0     1366.0      1897.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2875      3.0          0.0      1.0          6.0     39.0   36.0  20170207210856        13.0     1366.0      1585.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2876      3.0          0.0      0.0          0.0      0.0    0.0  20170206232304        27.0     1280.0      2035.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2879      3.0          1.0      0.0          1.0      2.0    2.0  20170103025752        17.0     1366.0      1897.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2882      3.0          0.0      0.0          8.0     13.0   13.0  20161225080916        13.0     1280.0      2029.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2884      3.0          1.0      0.0          1.0     19.0   19.0  20161222070840        45.0     1920.0      1550.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2885      1.0          1.0      0.0          7.0     23.0   22.0  20181002004028        19.0     1119.0      1848.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2886      1.0          0.0      0.0          0.0      0.0    0.0  20181001235509       132.0     1075.0      2081.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2887     13.0          0.0      0.0          5.0     34.0   32.0  20181001234022        21.0     1366.0      2023.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2888      1.0          1.0      0.0          1.0     19.0   19.0  20181001180740       166.0     1070.0      1814.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2889      8.0          0.0      0.0          6.0     45.0   36.0  20181001155208       101.0     1366.0       768.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2890      0.0          0.0      1.0          2.0     60.0   53.0  20181001140350       177.0     1366.0      1758.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2891     13.0          1.0      0.0          8.0     32.0   15.0  20181001125456       832.0     1366.0      1744.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2892     27.0          0.0      0.0          9.0     24.0   23.0  20181001124512        41.0     1280.0      1964.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2893      3.0          0.0      1.0          3.0      4.0    4.0  20180831035030        28.0     1366.0      1770.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2894      3.0          1.0      0.0         10.0     25.0   24.0  20180719223305        13.0     1920.0      1080.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2895      3.0          1.0      0.0          0.0     41.0   37.0  20180717135948        60.0     1280.0      1919.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2896      3.0          0.0      1.0         11.0     42.0   38.0  20180516212210        53.0     1600.0      1798.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2897      4.0          1.0      0.0          3.0     31.0   30.0  20180126050821       159.0     1920.0      1666.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2899      3.0          0.0      1.0         11.0     26.0   25.0  20170308210740         8.0     1366.0      1862.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2901      3.0          0.0      0.0          0.0      0.0    0.0  20170225134039         6.0     1360.0      2033.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2902      3.0          0.0      0.0          5.0     34.0   32.0  20170214010156         9.0     1280.0      1992.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2903      3.0          1.0      0.0          8.0     28.0   27.0  20170210173636        69.0     1070.0      1744.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2904      3.0          0.0      0.0          0.0     27.0   26.0  20170203232414        14.0     1829.0      2094.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2905      3.0          0.0      1.0         11.0     42.0   38.0  20170131193748        30.0     1366.0      1798.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2906      3.0          1.0      0.0         10.0     25.0   24.0  20170106152837       110.0     1366.0      1613.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
2907      3.0          1.0      0.0          0.0     30.0   29.0  20170102171535         8.0     1087.0      1736.0  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN  NaN        NaN    NaN    NaN      NaN    NaN    NaN     NaN    NaN    NaN
13        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  0.0  3.0  5.0  0.0  0.0  0.0  0.0       51.0   38.0    0.0     50.0   39.0    0.0     0.0    0.0    0.0
16        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  5.0  0.0  5.0  0.0  0.0        7.0    0.0    0.0      3.0    4.0    0.0     4.0    0.0    0.0
36        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0       36.0   36.0    0.0     25.0   30.0    0.0     0.0    0.0    0.0
39        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  5.0  3.0  3.0  5.0  0.0  0.0  0.0       95.0    8.0   28.0     90.0   26.0   27.0     0.0    0.0    0.0
51        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       32.0    0.0    0.0     29.0    0.0    0.0     0.0    0.0    0.0
65        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       52.0   51.0    0.0     29.0    0.0    0.0     0.0    0.0    0.0
71        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0       28.0   15.0   16.0      0.0    0.0    0.0     0.0    0.0    0.0
94        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       32.0    0.0    0.0     25.0    0.0    0.0     0.0    0.0    0.0
95        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0       16.0   13.0    0.0      0.0    0.0    4.0     0.0    0.0    0.0
98        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       18.0   13.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
99        NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       13.0    1.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
100       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       34.0    0.0    0.0     22.0    0.0    0.0     0.0    0.0    0.0
113       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       64.0   54.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
115       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       10.0    0.0    0.0      8.0    0.0    0.0     0.0    0.0    0.0
118       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  3.0  3.0  3.0  0.0  0.0  0.0       39.0    1.0    0.0     38.0   35.0   34.0     0.0    0.0    0.0
122       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  1.0  5.0  0.0  0.0  5.0  0.0  0.0       19.0    0.0   19.0      7.0    0.0    0.0     5.0    0.0    0.0
123       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       10.0    0.0    0.0     10.0    0.0    0.0     8.0    0.0    0.0
126       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       47.0    0.0    0.0     47.0    0.0    0.0     0.0    0.0    0.0
150       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0       17.0   17.0    0.0      8.0   15.0    0.0     1.0    0.0    0.0
156       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  0.0  5.0  3.0  5.0  0.0  0.0  0.0      153.0   66.0    0.0     11.0   11.0   27.0     0.0    0.0    0.0
178       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
188       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       39.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
192       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      163.0    0.0    0.0    158.0    0.0    0.0     0.0    0.0    0.0
216       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       11.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
221       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       51.0   34.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
239       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       34.0    0.0    0.0     33.0    0.0    0.0     0.0    0.0    0.0
241       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0       17.0    0.0    0.0     15.0    0.0    0.0    15.0    0.0    0.0
254       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  3.0  3.0  0.0  0.0  0.0       62.0    0.0    0.0     56.0   21.0   21.0     0.0    0.0    0.0
261       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        6.0    0.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
272       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       73.0    0.0    0.0     72.0    0.0    0.0     0.0    0.0    0.0
274       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       21.0    0.0    0.0     19.0    0.0    0.0     0.0    0.0    0.0
280       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  5.0  0.0  5.0  0.0  4.0  5.0  0.0       12.0    9.0   12.0      0.0    9.0    0.0     1.0    7.0    0.0
291       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  2.0  0.0  0.0       39.0    0.0    0.0     18.0    0.0    0.0    32.0    0.0    0.0
294       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0       35.0    0.0    0.0     34.0    0.0    0.0    35.0    0.0    0.0
295       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  1.0  5.0  5.0  0.0  0.0  0.0  0.0       58.0   52.0   57.0     24.0   23.0    0.0     0.0    0.0    0.0
299       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0       77.0    0.0    0.0     72.0    0.0    0.0    68.0    0.0    0.0
306       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       13.0   13.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
317       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       28.0    0.0    0.0     26.0    0.0    0.0     0.0    0.0    0.0
323       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      160.0    0.0    0.0     22.0    0.0    0.0     0.0    0.0    0.0
331       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  3.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       23.0   16.0    0.0      5.0   16.0    0.0     0.0    0.0    0.0
335       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       13.0    0.0    0.0     12.0    0.0    0.0     0.0    0.0    0.0
336       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       32.0    0.0    0.0     25.0    0.0    0.0     0.0    0.0    0.0
343       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       14.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
345       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       34.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
353       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  3.0  5.0  0.0  5.0  2.0  0.0       37.0   37.0    0.0     12.0   36.0    0.0    36.0   36.0    0.0
355       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0       30.0   24.0   30.0      0.0    0.0    0.0     0.0    0.0    0.0
357       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0       86.0   76.0   36.0      0.0    0.0    0.0     0.0    0.0    0.0
362       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       42.0    0.0    0.0     41.0    0.0    0.0     0.0    0.0    0.0
363       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       35.0    0.0    0.0     32.0    0.0    0.0     0.0    0.0    0.0
369       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       57.0    0.0    0.0     56.0    0.0    0.0     0.0    0.0    0.0
370       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       53.0    0.0    0.0     52.0    0.0    0.0     0.0    0.0    0.0
375       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  1.0  0.0  0.0  5.0  0.0  0.0       19.0    0.0    0.0     19.0    0.0    0.0    17.0    0.0    0.0
380       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       32.0    0.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
381       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       50.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
382       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  3.0  5.0  0.0  5.0  0.0  0.0       43.0   43.0    0.0     27.0   41.0    0.0    41.0    0.0    0.0
384       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  3.0  3.0  5.0  3.0  5.0  0.0       57.0   10.0   10.0     55.0    8.0   10.0    50.0   49.0    0.0
385       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       24.0    0.0    0.0     20.0    0.0    0.0     0.0    0.0    0.0
387       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0      226.0    0.0    0.0    112.0    0.0    0.0     0.0    0.0    0.0
397       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  5.0  5.0  0.0  0.0  5.0       21.0    0.0    0.0     17.0   21.0   19.0     0.0    0.0   18.0
403       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0        9.0    0.0    0.0      2.0    0.0    0.0     9.0    0.0    0.0
409       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  5.0  0.0  0.0  5.0  0.0  0.0  0.0       45.0   45.0   42.0      0.0    0.0   42.0     0.0    0.0    0.0
415       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       20.0   20.0    0.0      8.0   18.0    0.0     0.0    0.0    0.0
435       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  0.0  0.0  0.0  3.0  0.0  0.0       21.0   16.0    0.0      0.0    0.0    0.0    19.0    0.0    0.0
440       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  1.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0       43.0   42.0    0.0     41.0   41.0    0.0     0.0    0.0    0.0
442       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       24.0    0.0    0.0      2.0    0.0    0.0     0.0    0.0    0.0
445       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       47.0   46.0    0.0     40.0    0.0    0.0     0.0    0.0    0.0
447       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       46.0    0.0    0.0     45.0    0.0    0.0     0.0    0.0    0.0
449       NaN          NaN      NaN          NaN      NaN    NaN             NaN         NaN        NaN         NaN  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      7.0    0.0    0.0     0.0    0.0    0.0
